,delta_entropy_ast_edge_file_context
10,2.9171740809024533
11,-3.295132607890072
23,2.9451211424711103
24,-2.9691521115951756
62,0.823382741741943
66,-0.8440159416415041
67,0.8440159416415041
72,-0.881793879813193
74,0.8295606301174503
83,1.0604562123036692
84,-0.9174675966150767
86,0.8257857422300283
88,-0.6774587762809734
93,0.7972992748214738
94,-0.933605192488332
100,0.89660692243962
101,-0.89660692243962
118,5.729383520558521
119,-5.735997585951821
142,0.8174187580704189
143,-0.8236856981026017
145,0.8337251866700485
146,-0.7678028209768168
148,0.7126172865330407
149,-0.7110276655048747
159,5.759257986717504
160,-5.758898250410431
189,5.517539012092221
190,-5.7463427045059765
220,1.373901944227537
221,-1.648706527099649
270,0.701709483047777
271,-0.7084945950622474
320,5.517539012092221
321,-5.726428930743114
364,0.6940939652854022
366,-0.7678616541331031
368,5.40747905523466
369,-5.405864092249376
467,0.8693568711144444
468,-1.0166845128655997
472,0.9553947496794716
473,-0.8530031593132348
493,-0.6975368698684337
512,1.6604839484786038
513,-1.9453011747609739
522,-0.7633588616822813
524,0.9078572634748667
550,-0.7408092431157103
555,4.744601146521731
556,-5.572917446218369
568,0.8958853852908648
572,1.886829353527351
574,-1.3903292444739543
603,-0.9822167207875232
626,1.0394762780819145
627,-1.2106178867322264
634,1.42958265924796
635,-1.139041122960533
669,0.8342615713432773
670,-0.6830137670335805
714,1.2764436957697178
715,-1.279132872068451
723,5.698208163326951
724,-4.964960903698837
725,-0.8572690282472282
729,5.306125388296139
730,-5.196136900363285
740,1.133335560783113
816,5.253613580797348
817,-5.712054586658532
828,-0.8767450343985583
830,1.0966569855077628
831,-1.0966569855077628
832,0.8410376513462615
833,-0.8401205204842892
847,1.1874182208115576
848,-1.1990201048810993
864,0.9367563370850212
865,-0.7506873097460263
866,1.029959457667345
867,-0.8543249439847473
889,5.219017690309599
890,-5.442654554771337
894,0.7718355541301882
897,-0.7885113402018167
944,2.078070174810646
945,-0.9586629377218325
947,-1.011106345060207
948,0.7787285389481866
949,-0.7787285389481866
952,1.273812114806748
953,-1.4069402949779657
958,0.8367778714001739
973,1.518719101966235
974,-1.4725206017223056
992,0.989917475552208
993,-1.344245798388862
1007,1.5874914394989679
1008,-1.5512337098642712
1016,-1.1658333708535507
1056,5.305809522493854
1057,-5.406874602702025
1061,1.1267156429585354
1062,-1.4970741908963414
1070,0.7163914211770699
1071,-1.0530917058317892
1075,5.345970844891607
1076,-5.080227310105781
1095,0.7519511903360502
1108,1.503903687347509
1109,-1.2763843380897169
1122,5.408020595384817
1123,-5.498469866299624
1134,1.380010343165826
1135,-1.3758869024683245
1136,5.469617485577981
1137,-5.738950675045243
1138,1.3625706615022812
1139,-1.1989741745904776
1141,1.1804035299482738
1142,-0.9284728558952833
1145,1.0444960012367304
1146,-1.147452804146992
1156,1.0453448109010823
1157,-1.045344810901082
1161,1.050603128640014
1168,1.209283049512318
1169,-1.5156671874742544
1171,5.674532382737356
1172,-4.285056393892017
1174,-1.295711320929084
1180,1.3210286903570125
1181,-1.3037997693027572
1193,0.793085432030751
1199,5.295452484182794
1200,-5.620308765070177
1201,0.7701318907704121
1208,0.791055546406767
1209,-1.019720552959602
1214,-0.7974717879079565
1215,1.521925953056031
1216,-1.4535895292466623
1228,1.2544594283477748
1230,-1.4211109710334489
1234,0.9038180903410815
1235,-0.9718967539091095
1239,1.4521000735131384
1240,-0.7916710719998346
1247,1.558928728244112
1248,-0.9180967070001548
1268,1.1127763466163758
1269,-1.6091627265168942
1272,0.8022349314274884
1280,0.7189952917045677
1330,1.0091110540180104
1331,-0.7686193387827213
1363,5.567990393901319
1364,-4.613945601692283
1365,-0.7113230792883547
1387,-0.9114949948374962
1388,0.9416740173263438
1392,5.09087937582838
1393,-4.042670538513264
1394,-1.340504511347179
1397,0.8718965899363722
1399,-1.549061276510268
1400,1.3444323993770615
1401,-1.4385951493158036
1405,5.196381263861854
1406,-5.4179474071362925
1411,1.3733724749536886
1412,-0.8900509209610776
1413,-0.8568303191391573
1427,0.8425939441617869
1428,-0.8387171668537112
1443,-0.7660712200426794
1445,-1.0247684773146934
1446,1.6510311970293916
1448,-1.3761336644152333
1450,1.4845242381857044
1451,-1.2812521436866149
1474,-0.8890851597525815
1475,2.242023259579352
1476,-2.14535840535244
1482,1.0994837857301754
1483,-1.2179062626454131
1485,1.915088608193504
1486,-2.352927303826528
1490,-0.8442773821093202
1507,0.8286341596483355
1508,-0.7547159446659606
1521,0.8860279919301037
1522,-0.7576998292545394
1523,1.3714270404486246
1524,-1.4240967037411563
1552,2.344944570193387
1553,-2.231983315874707
1561,-0.7282598314989048
1571,0.9393150467780531
1572,-0.9414571272116081
1573,0.9392533612971166
1574,-0.9356710269970591
1576,1.0383887912320882
1577,-1.0252902209797536
1579,0.7887875506195714
1623,1.7275646630046584
1625,-1.556720100640724
1656,1.4254077283172268
1657,-1.2512638809964607
1661,0.9680639846734937
1662,1.0509146971365655
1663,-2.1553094466573834
1664,2.3867687316576824
1665,-2.3867687316576824
1765,0.7811312301936892
1766,-0.7329627767526361
1769,1.7769181030668135
1770,3.760351550579069
1771,-5.477751865845423
1772,1.1135504804256104
1773,-1.2013706856841768
1787,0.95192350705819
1788,-0.7436071403804796
1826,0.699453729976022
1830,5.0787935411074
1831,-5.343755186551014
1838,0.9001324644212891
1840,-0.7772948513528553
1856,-1.069942240617709
1862,0.8274995724458449
1864,-1.2946591116052568
1865,1.2898745378526435
1867,-1.3620903449512234
1885,2.3866916002025245
1886,-2.4332097830085924
1898,0.7753103343998875
