,delta_entropy_ast_edge_file_context
1,5.286010461809572
2,-5.286010461809572
16,1.28095307667075
17,-1.3254139185266895
24,-1.587995054610568
39,2.1619241069962847
40,-2.3315649745333618
149,5.467087145466528
150,-5.467087145466528
196,1.3088151311619374
197,-1.3580109414850945
236,1.7403666790331427
238,-1.344091085437821
255,1.3673026610032206
281,3.6624066607395136
282,-2.3507688375777978
283,-1.618409305945458
286,5.489703044168141
287,-5.236565144434412
353,1.836511710879408
354,-1.949960507331694
383,1.2196509776861184
391,-1.5085732458845698
418,2.006290190583616
420,-1.1351831591377255
445,2.0166479211447776
487,2.0329806535817148
488,-1.269975942658383
493,4.544679715827932
494,-4.92384705110796
539,5.507144389794208
541,-5.622930058825381
546,-1.0983658199571575
555,-1.1316264637599636
588,2.689715452670615
589,-2.732410675653896
594,5.6385767970875325
596,-4.925911056955004
606,1.5986595373874022
607,-1.7370066857918212
612,-1.1826986156980908
613,2.946399644208923
614,-2.7630505270525534
617,1.0817049826452525
618,-1.14503260035083
629,4.5662278138950665
630,-5.630524720826026
637,1.083829185379984
638,-1.0795840211525638
659,1.8570256144032071
660,3.5893538721672003
661,-4.788480719254115
673,5.76073032642822
674,-4.989724790715104
696,1.120028218398832
697,-1.1225669763442143
712,1.1390455608951795
768,1.191408230475595
777,1.1965418054968744
779,5.54641196849449
780,-5.893372084656385
805,1.5506571919492096
806,-1.2927783732327738
814,5.679470150470431
815,-2.905332349584248
816,2.905332349584248
817,-5.830667063314122
838,1.5979876291396111
842,1.81479239715694
843,-2.103816546285544
870,5.810099652849785
871,-5.007373981411856
874,2.163587011860121
875,-2.173605976113728
924,5.791591005701234
925,-5.793447645063978
1007,-1.1018038008034887
1036,1.42948683225295
1037,-1.4192101113004023
1062,1.3988954360276518
1063,-1.1815021502651903
1069,1.558481632624968
1071,3.9134007456613777
1072,-5.933199993752338
1075,1.2185477287893791
1077,-1.6743540975323996
1119,1.4192016830300007
1120,-1.240703204775902
1131,1.4607548977188085
1132,-1.2469516913659406
1140,-1.4215231336466356
1148,3.949285070468525
1149,-3.949285070468525
1150,-1.7751217161513688
1157,5.50153924427152
1158,-5.676523842070392
1168,1.6965486861297427
1169,-1.7651763355991552
1173,1.2883560638520368
1203,1.445181125555819
1216,1.6481612027924462
1217,-1.424448877034064
1221,5.671103135406428
1222,-4.99816972269804
1233,5.283695302689052
1234,-5.204090083147965
1240,-1.0697696420720888
1250,1.250717134506118
1251,-1.2491112450304884
1272,-1.1358998638757587
1273,1.0859086862758716
1274,-1.1338693176068482
1288,1.0736501161090404
1290,-1.4706414176818177
1295,1.5743637350161643
1307,-1.5178984699306675
1310,1.242033929849332
1323,1.207521785044399
1325,-1.5334414152387472
1331,-1.14127569614042
1347,1.3811709381194754
1348,-1.8300765850269662
1357,-1.3055029378480105
1373,1.132610702048444
1412,1.175011321616731
1413,-1.23267519014545
1416,1.4531046504494145
1417,-1.4531046504494145
1450,1.1090593423822301
1453,-1.1971828844460717
1476,1.0932019515980143
1483,1.6872922394247505
1484,-1.3540864208059995
1546,-1.1620050395972683
1570,1.258375742843608
1601,5.290200765216752
1602,-5.596838505234511
1607,5.688384015969295
1608,-5.618778153581481
1611,-1.1570889737957488
1637,-1.2849106744046335
1639,-1.0792981039391636
1650,-1.2172635175300073
1698,1.0765494939115363
1699,-1.0765494939115368
1707,1.3417100566285107
1754,-1.2142206816653331
1759,1.1631417417415246
1760,-1.1430739951141131
1798,1.3656189611234888
1799,-1.3239282202278178
1801,1.3464925538977548
1802,1.2094293318561906
1803,-2.451603729782367
1804,1.1420622837809438
1808,1.391376960298448
1814,1.889572789057992
1815,-1.671572820601724
1821,2.0488899706764783
1822,-1.8662392954468177
1866,1.34968394146925
1867,-1.4014638665631713
1910,1.4002104071677106
1911,-1.224210519054192
1933,1.251319581435287
1934,-1.4323185129302214
1948,1.1129405235527114
1950,-1.1223903202910217
1963,1.4723356650095782
1964,-1.2243443281733128
1974,1.182034392172029
1975,-1.6109925176406015
1977,1.9579571295630493
1978,-1.5368403860041755
2006,5.415794306137173
2007,-5.286507274468928
2019,1.162330109533787
2031,1.270688275400767
2033,-1.4820327762803869
2043,1.4958318600122364
2044,-1.2009678264578598
2075,2.4569318894310945
2076,-2.433462416245828
2108,1.1102689721371275
2111,-1.356794084068028
2125,1.1820405005341643
2129,1.3157788007758118
2130,-1.3157788007758118
2156,2.4087679901788066
2157,-2.409624104753136
2158,5.840748272669441
2159,-5.447342658749892
2169,1.313648505175026
2170,-1.0715813830119205
2176,1.359223818194681
2177,-1.0822055580930805
